OBJECTID,CollarID,Date_MMDDY,Speed_mph,Heading,y,x
146732,856,11/2/2008,0,310,40.362958,-105.56125
146733,856,11/2/2008,0,215,40.363433,-105.56025
146744,856,11/2/2008,0,0,40.363683,-105.56015
146739,856,11/2/2008,0,5,40.363608,-105.560116
146735,856,11/2/2008,0,335,40.363541,-105.560108
146742,856,11/2/2008,0,10,40.3637,-105.5601
146734,856,11/2/2008,0,35,40.363541,-105.560058
146741,856,11/2/2008,0,115,40.363575,-105.560016
146743,856,11/2/2008,0,0,40.36315,-105.56
146740,856,11/2/2008,0,305,40.363408,-105.559958
146737,856,11/2/2008,0,300,40.363566,-105.559933
146738,856,11/2/2008,0,115,40.363441,-105.559741
146736,856,11/2/2008,0,205,40.363708,-105.559733
146731,856,11/2/2008,0,225,40.364508,-105.559208
146748,856,11/3/2008,0,295,40.363566,-105.560441
146763,856,11/3/2008,0,85,40.363558,-105.560283
146754,856,11/3/2008,0,210,40.363225,-105.560208
146757,856,11/3/2008,0,20,40.363483,-105.560183
146753,856,11/3/2008,0,205,40.363341,-105.56015
146749,856,11/3/2008,0,355,40.363516,-105.560141
146780,856,11/3/2008,0,225,40.363475,-105.560125
146772,856,11/3/2008,0,25,40.363425,-105.560116
146756,856,11/3/2008,0,340,40.363458,-105.5601
146761,856,11/3/2008,0,75,40.363533,-105.560091
146750,856,11/3/2008,0,315,40.36345,-105.560083
146766,856,11/3/2008,0,340,40.3635,-105.560075
146764,856,11/3/2008,0,195,40.363358,-105.560066
146751,856,11/3/2008,0,115,40.363425,-105.560058
146760,856,11/3/2008,0,285,40.363566,-105.560058
146755,856,11/3/2008,0,25,40.363491,-105.56005
146759,856,11/3/2008,0,170,40.363666,-105.560041
146776,856,11/3/2008,0,290,40.363583,-105.560033
146779,856,11/3/2008,0,205,40.363583,-105.560033
146758,856,11/3/2008,0,355,40.363591,-105.560025
146768,856,11/3/2008,0,290,40.363541,-105.560025
146767,856,11/3/2008,0,350,40.363508,-105.560016
146777,856,11/3/2008,0,295,40.363566,-105.560008
146746,856,11/3/2008,0,80,40.363575,-105.56
146769,856,11/3/2008,0,30,40.363575,-105.56
146771,856,11/3/2008,0,55,40.363616,-105.56
146774,856,11/3/2008,0,180,40.3635,-105.56
146770,856,11/3/2008,0,275,40.363558,-105.559991
146775,856,11/3/2008,0,210,40.363666,-105.559975
146752,856,11/3/2008,0,10,40.363516,-105.559966
146747,856,11/3/2008,0,10,40.363475,-105.559958
146778,856,11/3/2008,0,330,40.363483,-105.559958
146781,856,11/3/2008,0,275,40.363733,-105.559958
146765,856,11/3/2008,0,175,40.363525,-105.559941
146745,856,11/3/2008,0,335,40.363483,-105.559916
146762,856,11/3/2008,0,130,40.363441,-105.5599
146773,856,11/3/2008,0,215,40.363633,-105.559858
146782,856,11/3/2008,0,205,40.363725,-105.5598
146816,856,11/7/2008,0,245,40.415933,-105.646525
146812,856,11/7/2008,0,305,40.412341,-105.644525
146819,856,11/7/2008,1.2,290,40.410891,-105.643533
146815,856,11/7/2008,0,145,40.4123,-105.643416
146817,856,11/7/2008,0,130,40.415616,-105.642575
146818,856,11/7/2008,5.8,300,40.414458,-105.641991
146814,856,11/7/2008,0,120,40.410191,-105.640366
146811,856,11/7/2008,0,205,40.396883,-105.601283
146813,856,11/7/2008,0,140,40.36775,-105.581883
146810,856,11/7/2008,31.1,300,40.368325,-105.56495
146808,856,11/7/2008,0,335,40.366608,-105.5612
146809,856,11/7/2008,0,275,40.366616,-105.561141
146807,856,11/7/2008,0,335,40.36655,-105.561066
146783,856,11/7/2008,0,315,40.363783,-105.560466
146800,856,11/7/2008,0,170,40.363658,-105.560208
146788,856,11/7/2008,0,185,40.363791,-105.559991
146799,856,11/7/2008,0,245,40.363816,-105.559983
146798,856,11/7/2008,0,275,40.363758,-105.559958
146801,856,11/7/2008,0,145,40.363825,-105.559941
146784,856,11/7/2008,0,290,40.363766,-105.559925
146794,856,11/7/2008,0,5,40.363658,-105.559925
146802,856,11/7/2008,0,255,40.363741,-105.559916
146793,856,11/7/2008,0,230,40.363783,-105.559908
146803,856,11/7/2008,0,325,40.363783,-105.5599
146789,856,11/7/2008,0,265,40.363716,-105.559891
146792,856,11/7/2008,0,175,40.363708,-105.559891
146786,856,11/7/2008,0,225,40.363683,-105.559816
146804,856,11/7/2008,0,125,40.363716,-105.559791
146796,856,11/7/2008,0,315,40.363683,-105.559775
146805,856,11/7/2008,0,130,40.363591,-105.559775
146787,856,11/7/2008,0,125,40.363716,-105.55975
146791,856,11/7/2008,0,340,40.363508,-105.55975
146806,856,11/7/2008,0,315,40.363666,-105.5597
146795,856,11/7/2008,0,25,40.364191,-105.559666
146785,856,11/7/2008,0,325,40.363583,-105.55965
146790,856,11/7/2008,0,75,40.363783,-105.559591
146797,856,11/7/2008,0,95,40.363766,-105.559383
146820,856,11/7/2008,0,300,40.388133,-105.523066
146852,856,11/8/2008,0,260,40.363025,-105.560625
146831,856,11/8/2008,0,155,40.364075,-105.56045
146830,856,11/8/2008,0,330,40.363691,-105.560208
146851,856,11/8/2008,0,195,40.36305,-105.560133
146843,856,11/8/2008,0,305,40.363641,-105.560116
146866,856,11/8/2008,0,285,40.36345,-105.560108
146848,856,11/8/2008,0,75,40.363491,-105.5601
146845,856,11/8/2008,0,0,40.363458,-105.560083
146846,856,11/8/2008,0,95,40.3635,-105.560066
146855,856,11/8/2008,0,355,40.363866,-105.560066
146865,856,11/8/2008,0,0,40.363491,-105.560066
146824,856,11/8/2008,0,290,40.363641,-105.560058
146826,856,11/8/2008,0,20,40.363558,-105.560058
146833,856,11/8/2008,0,245,40.363558,-105.560058
146840,856,11/8/2008,0,40,40.36345,-105.560058
146858,856,11/8/2008,0,50,40.363575,-105.560058
146836,856,11/8/2008,0,305,40.363575,-105.560041
146850,856,11/8/2008,0,40,40.36345,-105.560041
146863,856,11/8/2008,0,130,40.363575,-105.560041
146828,856,11/8/2008,0,15,40.363433,-105.560033
146857,856,11/8/2008,0,65,40.363591,-105.560033
146832,856,11/8/2008,0,205,40.363558,-105.560025
146860,856,11/8/2008,0,355,40.36355,-105.560025
146839,856,11/8/2008,0,30,40.36355,-105.560008
146841,856,11/8/2008,0,15,40.363516,-105.560008
146849,856,11/8/2008,0,60,40.363408,-105.56
146861,856,11/8/2008,0,105,40.363441,-105.56
146829,856,11/8/2008,0,185,40.363458,-105.559991
146834,856,11/8/2008,0,10,40.363558,-105.559991
146835,856,11/8/2008,0,180,40.363633,-105.559983
146842,856,11/8/2008,0,320,40.363508,-105.559983
146862,856,11/8/2008,0,40,40.36325,-105.559966
146854,856,11/8/2008,0,330,40.363583,-105.55995
146859,856,11/8/2008,0,15,40.36355,-105.55995
146837,856,11/8/2008,0,30,40.363391,-105.559925
146825,856,11/8/2008,0,335,40.363541,-105.559916
146853,856,11/8/2008,0,5,40.363491,-105.559916
146864,856,11/8/2008,0,305,40.363225,-105.559908
146847,856,11/8/2008,0,60,40.363591,-105.559883
146838,856,11/8/2008,0,155,40.363433,-105.559866
146856,856,11/8/2008,0,80,40.363325,-105.559825
146844,856,11/8/2008,0,195,40.363666,-105.559775
146827,856,11/8/2008,0,115,40.365116,-105.559291
146823,856,11/8/2008,0,65,40.388416,-105.522908
146821,856,11/8/2008,2.3,220,40.388241,-105.5224
146822,856,11/8/2008,0,155,40.387675,-105.521108
146869,856,11/9/2008,0,300,40.363558,-105.560675
146889,856,11/9/2008,0,35,40.363425,-105.560275
146915,856,11/9/2008,0,255,40.363441,-105.560166
146893,856,11/9/2008,0,160,40.3634,-105.560116
146872,856,11/9/2008,0,275,40.36355,-105.5601
146897,856,11/9/2008,0,15,40.363375,-105.560091
146900,856,11/9/2008,0,45,40.363475,-105.560075
146908,856,11/9/2008,0,250,40.363808,-105.560075
146881,856,11/9/2008,0,0,40.363625,-105.560058
146886,856,11/9/2008,0,10,40.363741,-105.560058
146910,856,11/9/2008,0,265,40.3636,-105.560058
146890,856,11/9/2008,0,275,40.363516,-105.56005
146867,856,11/9/2008,0,55,40.363475,-105.560025
146880,856,11/9/2008,0,165,40.363658,-105.560025
146899,856,11/9/2008,0,205,40.363458,-105.560025
146894,856,11/9/2008,0,215,40.363375,-105.560016
146909,856,11/9/2008,0,290,40.363558,-105.560016
146870,856,11/9/2008,0,275,40.363525,-105.560008
146885,856,11/9/2008,0,0,40.363433,-105.560008
146904,856,11/9/2008,0,10,40.363608,-105.56
146873,856,11/9/2008,0,230,40.363608,-105.559991
146896,856,11/9/2008,0,185,40.363875,-105.559991
146907,856,11/9/2008,0,165,40.363591,-105.559983
146875,856,11/9/2008,0,20,40.363533,-105.559975
146887,856,11/9/2008,0,5,40.363466,-105.559966
146874,856,11/9/2008,0,285,40.363533,-105.559958
146883,856,11/9/2008,0,210,40.363525,-105.559958
146906,856,11/9/2008,0,60,40.363616,-105.559958
146891,856,11/9/2008,0,215,40.363458,-105.55995
146911,856,11/9/2008,0,330,40.363508,-105.55995
146871,856,11/9/2008,0,355,40.363533,-105.559941
146878,856,11/9/2008,0,125,40.363633,-105.559933
146898,856,11/9/2008,0,40,40.36355,-105.559933
146914,856,11/9/2008,0,115,40.363533,-105.559933
146876,856,11/9/2008,0,10,40.3636,-105.559908
146877,856,11/9/2008,0,55,40.363533,-105.559908
146905,856,11/9/2008,0,350,40.363316,-105.5599
146882,856,11/9/2008,0,70,40.363583,-105.559883
146892,856,11/9/2008,0,95,40.363508,-105.559883
146913,856,11/9/2008,0,285,40.363483,-105.559883
146868,856,11/9/2008,0,355,40.363391,-105.559866
146895,856,11/9/2008,0,195,40.363741,-105.559866
146884,856,11/9/2008,0,295,40.363566,-105.55985
146888,856,11/9/2008,0,100,40.363516,-105.55985
146912,856,11/9/2008,0,35,40.363675,-105.55985
146902,856,11/9/2008,0,320,40.36335,-105.559816
146879,856,11/9/2008,0,305,40.363391,-105.55975
146903,856,11/9/2008,0,285,40.363408,-105.55965
146901,856,11/9/2008,0,230,40.363816,-105.559508
146950,856,11/10/2008,0,40,40.362633,-105.562333
146918,856,11/10/2008,0,295,40.363566,-105.560525
146917,856,11/10/2008,0,295,40.363633,-105.560408
146949,856,11/10/2008,0,235,40.363316,-105.5603
146924,856,11/10/2008,0,20,40.3631,-105.560233
146916,856,11/10/2008,0,315,40.363516,-105.560166
146945,856,11/10/2008,0,160,40.363483,-105.5601
146963,856,11/10/2008,0,140,40.363433,-105.5601
146932,856,11/10/2008,0,220,40.363441,-105.560058
146944,856,11/10/2008,0,185,40.363516,-105.560058
146960,856,11/10/2008,0,235,40.363516,-105.560058
146951,856,11/10/2008,0,5,40.363508,-105.56005
146925,856,11/10/2008,0,205,40.363266,-105.560041
146952,856,11/10/2008,0,145,40.3635,-105.560033
146962,856,11/10/2008,0,210,40.363591,-105.560033
146921,856,11/10/2008,0,285,40.3635,-105.560025
146935,856,11/10/2008,0,145,40.363658,-105.560025
146941,856,11/10/2008,0,0,40.3635,-105.560025
146955,856,11/10/2008,0,225,40.363641,-105.560025
146956,856,11/10/2008,0,30,40.363516,-105.560025
146948,856,11/10/2008,0,210,40.3635,-105.560016
146930,856,11/10/2008,0,345,40.363558,-105.560008
146938,856,11/10/2008,0,285,40.363475,-105.560008
146942,856,11/10/2008,0,275,40.363575,-105.560008
146959,856,11/10/2008,0,210,40.363516,-105.560008
146958,856,11/10/2008,0,225,40.363458,-105.56
146919,856,11/10/2008,0,345,40.363541,-105.559991
146943,856,11/10/2008,0,265,40.363341,-105.559991
146933,856,11/10/2008,0,160,40.363516,-105.559983
146946,856,11/10/2008,0,175,40.36355,-105.559975
146957,856,11/10/2008,0,0,40.3636,-105.559975
146920,856,11/10/2008,0,340,40.363516,-105.559966
146922,856,11/10/2008,0,225,40.363558,-105.559966
146953,856,11/10/2008,0,175,40.363483,-105.559966
146936,856,11/10/2008,0,335,40.3636,-105.55995
146937,856,11/10/2008,0,35,40.363491,-105.55995
146954,856,11/10/2008,0,115,40.363575,-105.55995
146923,856,11/10/2008,0,15,40.363708,-105.559941
146947,856,11/10/2008,0,200,40.363475,-105.559941
146929,856,11/10/2008,0,40,40.363658,-105.559933
146931,856,11/10/2008,0,185,40.363591,-105.559933
146940,856,11/10/2008,0,215,40.363475,-105.559933
146926,856,11/10/2008,0,165,40.363441,-105.559925
146928,856,11/10/2008,0,140,40.363133,-105.559925
146927,856,11/10/2008,0,0,40.363508,-105.5599
146939,856,11/10/2008,0,125,40.3635,-105.559883
146934,856,11/10/2008,0,150,40.363341,-105.559875
146961,856,11/10/2008,0,225,40.363666,-105.559466
146997,856,11/11/2008,0,255,40.362725,-105.561433
146994,856,11/11/2008,0,30,40.363,-105.560516
147008,856,11/11/2008,0,230,40.363425,-105.560258
146989,856,11/11/2008,0,25,40.363375,-105.560216
147009,856,11/11/2008,0,185,40.363366,-105.560166
147007,856,11/11/2008,0,320,40.363675,-105.560116
147010,856,11/11/2008,0,190,40.36345,-105.560116
147001,856,11/11/2008,0,135,40.363483,-105.560108
147000,856,11/11/2008,0,125,40.363583,-105.5601
147011,856,11/11/2008,0,80,40.363433,-105.560066
146967,856,11/11/2008,0,285,40.363483,-105.560058
146966,856,11/11/2008,0,350,40.36355,-105.560025
146980,856,11/11/2008,0,15,40.3636,-105.560025
146982,856,11/11/2008,0,135,40.3635,-105.560025
146999,856,11/11/2008,0,20,40.363508,-105.560025
146976,856,11/11/2008,0,170,40.364158,-105.560016
146985,856,11/11/2008,0,35,40.363475,-105.560016
146992,856,11/11/2008,0,310,40.363616,-105.560016
146969,856,11/11/2008,0,15,40.363508,-105.56
146970,856,11/11/2008,0,310,40.363483,-105.559991
146971,856,11/11/2008,0,270,40.363366,-105.559991
146977,856,11/11/2008,0,170,40.363916,-105.559991
147003,856,11/11/2008,0,20,40.363608,-105.559991
147004,856,11/11/2008,0,185,40.363616,-105.559991
146978,856,11/11/2008,0,25,40.36355,-105.559983
146984,856,11/11/2008,0,325,40.363566,-105.559983
146993,856,11/11/2008,0,320,40.363458,-105.559975
146991,856,11/11/2008,0,95,40.363375,-105.559966
146983,856,11/11/2008,0,160,40.363608,-105.559958
146986,856,11/11/2008,0,20,40.363483,-105.559958
146987,856,11/11/2008,0,290,40.363533,-105.559958
147006,856,11/11/2008,0,325,40.363541,-105.559958
146990,856,11/11/2008,0,220,40.363525,-105.55995
146981,856,11/11/2008,0,10,40.3633,-105.559941
147005,856,11/11/2008,0,195,40.363491,-105.559925
146995,856,11/11/2008,0,225,40.3635,-105.559916
146998,856,11/11/2008,0,0,40.363541,-105.559916
146979,856,11/11/2008,0,310,40.363566,-105.559908
146988,856,11/11/2008,0,95,40.363591,-105.5599
147002,856,11/11/2008,0,0,40.363558,-105.5599
146973,856,11/11/2008,0,30,40.363591,-105.559883
146968,856,11/11/2008,0,245,40.363533,-105.559866
146972,856,11/11/2008,0,200,40.363641,-105.559866
146964,856,11/11/2008,0,250,40.363391,-105.559725
146965,856,11/11/2008,0,130,40.363066,-105.559583
146974,856,11/11/2008,0,330,40.363241,-105.559566
146975,856,11/11/2008,0,145,40.3631,-105.559416
146996,856,11/11/2008,0,160,40.364166,-105.558958
147058,856,11/12/2008,0,235,40.363508,-105.5605
147030,856,11/12/2008,0,215,40.3637,-105.560216
147048,856,11/12/2008,0,240,40.3633,-105.560175
147056,856,11/12/2008,0,130,40.3636,-105.560166
147043,856,11/12/2008,0,220,40.363308,-105.560133
147044,856,11/12/2008,0,50,40.363525,-105.560133
147032,856,11/12/2008,0,25,40.363525,-105.560083
147055,856,11/12/2008,0,25,40.363516,-105.560083
147057,856,11/12/2008,0,255,40.363625,-105.560083
147046,856,11/12/2008,0,15,40.363558,-105.560075
147033,856,11/12/2008,0,265,40.363483,-105.560066
147031,856,11/12/2008,0,25,40.36355,-105.56005
147018,856,11/12/2008,0,200,40.363591,-105.560033
147020,856,11/12/2008,0,35,40.36355,-105.560025
147025,856,11/12/2008,0,10,40.363533,-105.560025
147026,856,11/12/2008,0,25,40.363508,-105.560025
147039,856,11/12/2008,0,105,40.363375,-105.560025
147045,856,11/12/2008,0,180,40.363533,-105.560025
147050,856,11/12/2008,0,25,40.3635,-105.560025
147040,856,11/12/2008,0,100,40.363466,-105.560016
147014,856,11/12/2008,0,5,40.363541,-105.560008
147022,856,11/12/2008,0,195,40.363533,-105.560008
147042,856,11/12/2008,0,190,40.363266,-105.560008
147051,856,11/12/2008,0,40,40.363491,-105.56
147054,856,11/12/2008,0,85,40.363491,-105.56
147021,856,11/12/2008,0,210,40.36355,-105.559991
147027,856,11/12/2008,0,0,40.36355,-105.559991
147034,856,11/12/2008,0,270,40.363575,-105.559991
147028,856,11/12/2008,0,5,40.363541,-105.559983
147047,856,11/12/2008,0,350,40.363366,-105.559983
147052,856,11/12/2008,0,190,40.363541,-105.559983
147016,856,11/12/2008,0,230,40.3635,-105.559975
147041,856,11/12/2008,0,180,40.363533,-105.559975
147049,856,11/12/2008,0,30,40.363525,-105.559975
147015,856,11/12/2008,0,275,40.363558,-105.559966
147029,856,11/12/2008,0,175,40.363591,-105.559941
147037,856,11/12/2008,0,110,40.363533,-105.559941
147036,856,11/12/2008,0,280,40.3636,-105.559933
147053,856,11/12/2008,0,180,40.363491,-105.559933
147019,856,11/12/2008,0,270,40.36355,-105.559925
147023,856,11/12/2008,0,145,40.363433,-105.559916
147038,856,11/12/2008,0,80,40.3635,-105.559916
147024,856,11/12/2008,0,0,40.363583,-105.559908
147035,856,11/12/2008,0,70,40.36355,-105.5599
147017,856,11/12/2008,0,295,40.363641,-105.559883
147012,856,11/12/2008,0,100,40.363308,-105.559875
147013,856,11/12/2008,0,130,40.363091,-105.559391
147102,856,11/13/2008,0,230,40.363308,-105.560333
147090,856,11/13/2008,0,225,40.363366,-105.5603
147073,856,11/13/2008,0,15,40.363266,-105.560166
147082,856,11/13/2008,0,230,40.363833,-105.560133
147088,856,11/13/2008,0,215,40.3633,-105.560125
147089,856,11/13/2008,0,245,40.363558,-105.5601
147061,856,11/13/2008,0,340,40.363508,-105.560091
147072,856,11/13/2008,0,345,40.363158,-105.560058
147094,856,11/13/2008,0,290,40.363558,-105.560058
147097,856,11/13/2008,0,340,40.363575,-105.560058
147100,856,11/13/2008,0,175,40.363475,-105.560058
147104,856,11/13/2008,0,175,40.363475,-105.560058
147074,856,11/13/2008,0,150,40.3633,-105.56005
147095,856,11/13/2008,0,310,40.36345,-105.560041
147084,856,11/13/2008,0,215,40.363533,-105.560033
147059,856,11/13/2008,0,330,40.363483,-105.560025
147067,856,11/13/2008,0,50,40.3634,-105.560025
147078,856,11/13/2008,0,15,40.363566,-105.560025
147096,856,11/13/2008,0,335,40.36345,-105.560025
147105,856,11/13/2008,0,315,40.36355,-105.560025
147069,856,11/13/2008,0,120,40.3633,-105.560016
147087,856,11/13/2008,0,25,40.363491,-105.560016
147092,856,11/13/2008,0,10,40.363525,-105.560008
147098,856,11/13/2008,0,240,40.363633,-105.560008
147062,856,11/13/2008,0,315,40.363475,-105.56
147085,856,11/13/2008,0,280,40.363516,-105.56
147103,856,11/13/2008,0,225,40.363475,-105.56
147093,856,11/13/2008,0,345,40.363558,-105.559991
147068,856,11/13/2008,0,140,40.363416,-105.559983
147075,856,11/13/2008,0,250,40.363491,-105.559983
147076,856,11/13/2008,0,0,40.3634,-105.559983
147086,856,11/13/2008,0,50,40.363541,-105.559983
147063,856,11/13/2008,0,25,40.363433,-105.559975
147080,856,11/13/2008,0,60,40.363433,-105.559975
147101,856,11/13/2008,0,130,40.363591,-105.559966
147077,856,11/13/2008,0,215,40.36355,-105.559958
147079,856,11/13/2008,0,340,40.363566,-105.559958
147070,856,11/13/2008,0,170,40.363208,-105.55995
147066,856,11/13/2008,0,180,40.363433,-105.559941
147081,856,11/13/2008,0,10,40.363408,-105.559941
147065,856,11/13/2008,0,195,40.363558,-105.559925
147064,856,11/13/2008,0,175,40.363508,-105.559916
147060,856,11/13/2008,0,335,40.363458,-105.559875
147071,856,11/13/2008,0,350,40.362208,-105.559825
147099,856,11/13/2008,0,10,40.364108,-105.559791
147083,856,11/13/2008,0,120,40.363275,-105.559483
147091,856,11/13/2008,0,230,40.363958,-105.559283
147149,856,11/14/2008,0,220,40.36345,-105.560175
147129,856,11/14/2008,0,305,40.363766,-105.560133
147121,856,11/14/2008,0,5,40.363583,-105.560108
147114,856,11/14/2008,0,10,40.363508,-105.560083
147144,856,11/14/2008,0,0,40.363616,-105.560083
147134,856,11/14/2008,0,110,40.363325,-105.560066
147108,856,11/14/2008,0,230,40.3635,-105.560058
147138,856,11/14/2008,0,55,40.363533,-105.56005
147126,856,11/14/2008,0,0,40.363508,-105.560041
147137,856,11/14/2008,0,235,40.363433,-105.560041
147142,856,11/14/2008,0,40,40.3635,-105.560041
147132,856,11/14/2008,0,45,40.363525,-105.560033
147148,856,11/14/2008,0,60,40.36355,-105.560033
147120,856,11/14/2008,0,215,40.36345,-105.560025
147113,856,11/14/2008,0,350,40.363508,-105.560016
147135,856,11/14/2008,0,105,40.363566,-105.560016
147146,856,11/14/2008,0,25,40.363458,-105.560016
147112,856,11/14/2008,0,270,40.363725,-105.560008
147116,856,11/14/2008,0,65,40.363641,-105.560008
147115,856,11/14/2008,0,245,40.363583,-105.56
147133,856,11/14/2008,0,285,40.363583,-105.56
