GHCN ID,Station Name,County,State,Elevation,Latitude,Longitude,1-Feb,2-Feb,3-Feb,4-Feb,5-Feb,6-Feb,7-Feb,8-Feb,9-Feb,10-Feb,11-Feb,12-Feb,13-Feb,14-Feb,15-Feb,16-Feb,17-Feb,18-Feb,19-Feb,20-Feb,21-Feb,22-Feb,23-Feb,24-Feb,25-Feb,26-Feb,27-Feb,28-Feb
USC00051660,CLIMAX,LAKE,Colorado,11341,39.37,-106.19,33,31,31,41,44,45,44,44,46,49,46,42,50,52,47,48,46,45,45,44,46,46,42,42,42,42,40,41
US1COPK0015,FAIRPLAY 2.7 WNW,PARK,Colorado,10391,39.23,-106.05,16.5,16.5,16.5,20.5,20,21.5,21.5,21,21,20.5,20.5,20,20.5,21.5,21.5,21.5,21.5,23.5,23.5,23,23.5,23.5,23,23.5,26,24.5,24,24
US1COPK0078,FAIRPLAY 2.7 SW,PARK,Colorado,10218,39.2,-106.04,M,M,M,M,M,M,M,M,M,M,M,M,M,9,M,M,M,M,M,M,M,M,M,M,M,M,M,M
USC00051186,CABIN CREEK,CLEAR CREEK,Colorado,10017,39.66,-105.71,6,5,5,11,11,13,14,14,13,12,12,12,12,16,14,14,14,17,16,15,17,17,16,16,16,16,16,16
US1COSU0067,BRECKENRIDGE 1.9 SSE,SUMMIT,Colorado,9885,39.48,-106.03,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,2.5,M,M
USC00050825,BONHAM RESERVOIR,MESA,Colorado,9850,39.1,-107.9,46,M,M,M,M,M,M,M,M,46,M,M,M,M,M,62,62,M,M,M,56,M,M,52,M,50,M,M
USC00058064,SUGARLOAF RESERVOIR,LAKE,Colorado,9735,39.25,-106.37,15,15,15,24,23,22,21,24,23,22,23,M,M,M,M,25,24,26,25,24,23,24,23,23,22,M,M,M
US1COLK0010,LEADVILLE 6.3 S,LAKE,Colorado,9706,39.16,-106.28,4.5,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
USC00057450,SANTA MARIA RESERVOIR,MINERAL,Colorado,9702,37.82,-107.11,5,5,5,5,5,6,5,5,4,4,3,3,3,4,4,6,6,6,6,6,6,6,5,4,4,4,4,4
US1COSU0006,SILVERTHORNE 2.1 WSW,SUMMIT,Colorado,9682,39.62,-106.1,18.6,17,15.4,22.2,23.8,24.9,M,21.6,20.6,21.5,20.8,21.2,25.6,25.2,24.4,23.5,24.4,24.9,24.2,23.4,26.6,24.6,22.8,22.7,24.4,23.4,24.7,24.2
US1COGN0018,CRESTED BUTTE 6.2 N,GUNNISON,Colorado,9604,38.96,-106.99,33,32.5,32,36.5,35,36,34.5,34,32.5,42,44,45,52,56,54,54.5,52.5,51,50,48.5,47.5,46,45.5,44.5,44,43.5,43,42.5
US1COTL0019,FLORISSANT 5.0 N,TELLER,Colorado,9552,39.0,-105.29,0.5,0.5,0.5,2.5,1.5,1.5,1,0.5,0,0,0,0,0,1,1,1,1,3.5,2.5,1.5,1.5,1,0.5,0,3,2,1,0.5
US1COCS0031,FORT GARLAND 13.3 E,COSTILLA,Colorado,9539,37.45,-105.19,18,M,M,M,M,M,M,M,M,M,M,M,M,M,18,M,M,M,0,M,M,12.8,M,M,M,M,M,M
US1COPK0067,GUFFEY 5.5 W,PARK,Colorado,9502,38.75,-105.62,2.5,2.3,1.5,0.3,0,0,0,0,0,0,0,0,0,0,2.4,1.9,3.4,3.1,2.8,2.4,2.3,0,0,0,0,2.5,0,0
US1COTL0029,DIVIDE 1.0 E,TELLER,Colorado,9438,38.93,-105.13,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,2.4,M,M,M,M,M,M,M,M,M,M,M
US1COTL0037,DIVIDE 5.2 SSW,TELLER,Colorado,9399,38.86,-105.18,M,M,M,T,M,M,M,M,M,M,M,M,M,M,1,M,1,M,4.5,M,M,M,M,M,M,M,M,M
US1COSJ0004,SILVERTON 0.3 WSW,SAN JUAN,Colorado,9287,37.81,-107.67,18,18,16.5,17,16,18.5,17.5,17,17,18,17.5,17.5,19.5,23,22.5,23.8,26,25.5,25,23.5,23,23,22,21.5,21.5,21.5,21,21
USC00058501,TWIN LAKES RESERVOIR,LAKE,Colorado,9234,39.09,-106.35,3,3,3,9,9,8,7,6,6,5,5,M,M,M,M,6,6,7,7,6,5,5,4,4,4,M,M,M
USC00051977,CRIPPLE CREEK 3NNW,TELLER,Colorado,9233,38.8,-105.2,1,1,1,1,1,1,1,1,1,1,T,T,T,1,1,1,2,4,3,2,2,1,1,1,4,3,2,2
US1COJF0331,GOLDEN 12.5 NW,JEFFERSON,Colorado,9190,39.88,-105.39,1,T,T,1,1,4,4.5,3,2.5,2,2,2,2,2.5,2.5,2,2,12,9,6,5,5,3.5,3,8,7,5.5,5
USC00058184,TAYLOR PARK,GUNNISON,Colorado,9177,38.82,-106.61,15,14,14,14,M,M,13,13,13,14,13,M,M,22,21,22,22,22,M,M,21,19,18,16,16,16,16,16
US1COGN0059,PITKIN 1.1 SW,GUNNISON,Colorado,9137,38.6,-106.53,17,16.5,16,15.5,15.5,19,18,17,16,17.5,17.5,17.5,20,24,24,25,25,23,22,21.5,21.5,21,21,20.5,20.5,20,20,20
USC00052294,DIVIDE 4NW,TELLER,Colorado,9132,38.96,-105.22,1,1,1,3,2,2,1,1,1,1,1,0,0,1,1,1,1,3,2,1,2,2,1,1,5,3,2,2
USC00059175,WINTER PARK,GRAND,Colorado,9093,39.89,-105.76,28,28,28,38,38,41,38,35,34,34,34,34,41,41,41,41,39,40,39,39,39,M,38,37,37,36,37,39
USC00052281,DILLON 1 E,SUMMIT,Colorado,9079,39.62,-106.03,2,2,1,4,5,5,5,4,4,4,3,4,6,5,5,4,4,5,5,4,5,5,4,3,4,4,3,3
US1COSU0004,FRISCO 0.5 N,SUMMIT,Colorado,9076,39.58,-106.1,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,20,M,M,M
USC00057309,RUXTON PARK,EL PASO,Colorado,9058,38.84,-104.97,4,3,3,3,3,3,3,3,3,2,2,2,1,4,4,4,4,11,11,10,9,6,5,3,10,8,6,6
USC00053446,GOULD 4SE S.F.S.P,JACKSON,Colorado,8998,40.51,-106.01,10,10,10,14,14,17,M,16,16,21,19,20,20,21,21,21,22,19,19,19,M,19,18,18,19,18,21,21
US1COPK0039,LAKE GEORGE 7.2 WNW,PARK,Colorado,8998,39.02,-105.49,M,M,M,2,M,M,M,T,M,M,M,M,M,0.5,0.5,M,M,2.5,M,M,M,T,M,M,4,M,M,M
US1COCS0032,FORT GARLAND 12.9 ENE,COSTILLA,Colorado,8992,37.51,-105.21,11.5,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
US1COMZ0033,MANCOS 11 NNE,MONTEZUMA,Colorado,8948,37.5,-108.24,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,26,25,M,M,M,M,M
US1COSM0017,PLACERVILLE 3.6 E,SAN MIGUEL,Colorado,8948,38.03,-108.01,M,M,M,9,M,10,M,M,M,11,M,10.5,M,12.5,M,12.5,14,14.2,M,M,14.5,12.5,M,M,M,M,M,M
USC00053951,HERMIT 8 SE,MINERAL,Colorado,8947,37.75,-107.1,15,14,12,13,13,14,13,13,12,12,11,11,11,13,13,14,14,14,13,13,13,12,12,12,12,12,11,11
USC00050263,ANTERO RESERVOIR,PARK,Colorado,8937,38.99,-105.89,4,3,3,6,6,6,5,5,4,4,3,3,3,3,3,3,3,5,5,5,4,4,4,3,4,3,3,2
US1COMN0004,CREEDE 0.2 WSW,MINERAL,Colorado,8918,37.85,-106.93,8.5,8,7,7.5,7,7,7,6.5,6.5,6.5,6,6,5.5,7.5,7.5,7.5,8,8,8,7,6.5,6.5,6.5,5.5,5,5,4.5,4.5
US1COJF0078,CONIFER 2.1 WSW,JEFFERSON,Colorado,8915,39.51,-105.34,M,M,M,3,M,M,M,M,M,M,M,M,M,2,M,M,M,5,M,M,2,M,M,M,3,M,M,M
USC00053652,GUFFEY 9SE,FREMONT,Colorado,8913,38.69,-105.39,2,2,2,2,2,2,1,1,1,1,0,0,0,1,1,1,1,2,1,T,0,0,0,0,2,1,1,0
US1COLP0079,ROCKWOOD 6.9 NNW,LA PLATA,Colorado,8904,37.6,-107.83,M,28,27,27,M,M,24,M,M,M,M,27,29.5,40.5,M,M,37,37,36,M,M,M,M,M,M,M,32,31.5
US1COSU0069,SILVERTHORNE 1.0 NNE,SUMMIT,Colorado,8874,39.67,-106.08,10,9.7,9,12.5,12,11,11,10.5,10,11,10,12,14,13.5,12,12,13,14,13,13,15,14,14,13,15,14.5,13.5,15
US1COMN0001,PAGOSA SPRINGS 9.1 NNW,MINERAL,Colorado,8869,37.4,-107.06,31,25.5,M,M,23.5,23.5,23,23,22.5,22.5,22,22.5,M,40.5,42.5,M,42.5,39.5,36.5,33,33,32.5,32,30.5,30.5,30.5,31,31
USC00051959,CRESTED BUTTE,GUNNISON,Colorado,8865,38.87,-106.98,11,10,10,14,13,15,13,12,10,12,11,12,13,17,15,17,15,15,14,14,13,13,13,13,12,12,12,12
US1COCF0025,BUENA VISTA 4.0 WNW,CHAFFEE,Colorado,8807,38.86,-106.21,2.5,2,2,7,6,5.5,4.5,4,3,2.5,2,1.5,1.5,3.5,4.5,4.5,4.5,11,10.5,10,9.5,9,8.5,7.5,8,6.5,5,4.5
US1COGL0017,ROLLINSVILLE 1.1 SSW,GILPIN,Colorado,8795,39.91,-105.51,12.5,12.5,12,15.5,14.5,18,18.5,17,16,15,15,14.5,17,17.5,17,16.5,16.5,22.5,21,20,20,19.5,19,17.5,22,21,20.5,20
US1COGR0068,TABERNASH 2.7 NW,GRAND,Colorado,8784,40.01,-105.89,9,9,8.5,13.5,16,17.5,12,11,10.5,11,11,11,19.5,20.5,19.5,19.5,18.5,19.5,18.5,18.5,18.5,18.5,17,17,16.5,16.5,17.5,18
US1CORG0026,SOUTH FORK 0.6 S,RIO GRANDE,Colorado,8758,37.66,-106.62,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,9,M,M,M,M,M,M,M,M,M,M
USC00057200,ROSITA,CUSTER,Colorado,8748,38.09,-105.35,0,0,0,2,0,0,0,0,0,M,M,M,M,M,M,M,M,M,M,T,T,0,0,0,3,T,0,1
USC00053496,GRAND LAKE 1 NW,GRAND,Colorado,8718,40.27,-105.83,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,17,M,17,16,16,M,M,15,16,16,17,17
US1COCU0026,WESTCLIFFE 8.7 ENE,CUSTER,Colorado,8683,38.18,-105.31,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,1,M,M,M,M,M,M,M,M,M
USC00053530,GRANT,PARK,Colorado,8673,39.46,-105.68,M,3,3,4,3,3,3,3,3,2,2,1,1,5,5,5,3,5,5,4,2,1,1,1,2,2,1,1
USC00050105,AGUILAR 18WSW,LAS ANIMAS,Colorado,8642,37.32,-104.95,T,T,0,3,1,1,T,T,0,0,0,0,0,4,4,1,4,8,6,4,2,1,T,0,7,6,3,2
USC00051948,CREEDE WATER TREATMENT,MINERAL,Colorado,8622,37.83,-106.93,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,0
US1COGR0046,KREMMLING 10.0 NW,GRAND,Colorado,8614,40.14,-106.53,M,M,11.5,M,14.5,23,M,M,M,21.5,M,17,21,23.5,20,22,M,M,M,M,M,M,M,M,21,M,22,M
US1COGR0053,TABERNASH 1.9 NW,GRAND,Colorado,8566,40.0,-105.87,M,M,M,M,M,M,M,M,M,M,M,M,M,M,16,M,M,M,M,M,M,M,M,M,M,M,M,M
US1COGR0073,GRANBY 7.7 N,GRAND,Colorado,8560,40.2,-105.93,10,10,10,10.5,10.5,15,17,15.5,12,13,12,13.5,14.5,18,18,19,19,18.5,19,18.5,18,18,17,17,19,18.5,M,18.5
USC00053116,FRASER,GRAND,Colorado,8558,39.94,-105.82,0,0,M,M,M,M,0,0,M,M,M,M,M,0,M,0,M,M,M,M,0,0,0,M,M,M,M,0
US1COBO0202,WARD 4.6 NE,BOULDER,Colorado,8558,40.11,-105.44,4.5,4.5,4.5,5.5,5,6,6.5,M,M,M,M,5,6.5,7.5,7.5,M,M,15.5,M,M,M,M,M,M,13,M,11,11
USC00054742,LAKE GEORGE 8 SW,PARK,Colorado,8548,38.91,-105.47,0,0,0,3,3,2,1,1,0,0,0,0,0,1,1,1,1,2,2,1,0,0,0,0,1,0,0,0
US1COJF0222,CONIFER 5.7 SW,JEFFERSON,Colorado,8541,39.47,-105.39,T,T,0,1,0.3,0,0,0,0,0,0,0,0,0.7,M,T,0,2,1.5,1,3.5,1.5,T,0,0.7,0,0,0
USC00053261,GEORGETOWN,CLEAR CREEK,Colorado,8518,39.71,-105.7,0,0,0,2,1,2,2,2,2,0,0,0,0,0,M,1,0,2,1,1,1,M,0,0,1,0,0,0
US1COTL0016,CRIPPLE CREEK 5.1 NW,TELLER,Colorado,8506,38.81,-105.23,0.5,0.5,T,T,T,T,T,T,T,T,T,T,T,1,1.5,1,1.5,3,2.5,1,1.5,1,0.5,T,4,2.5,2,1.5
US1COEG0053,VAIL 3.5 E,EAGLE,Colorado,8505,39.63,-106.29,20,20,20,M,M,M,24,24,23,24,24,24,M,M,M,M,M,28,25,25,26,M,25,24,M,M,M,25
US1COGR0029,KREMMLING 7.8 WNW,GRAND,Colorado,8495,40.12,-106.52,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,32,M,M,M,M,M,M,M,M,M
US1CORT0026,YAMPA 5.1 S,ROUTT,Colorado,8488,40.08,-106.89,13,13,12.5,14,14,13,13,13,13,15.5,14,13.5,16,19,19,19,19.5,19.5,19.5,19,19.5,19,19,19,20,19.5,20,20
US1COBO0394,ALLENSPARK 2.3 N,BOULDER,Colorado,8486,40.23,-105.53,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,4.8
US1COJF0053,CONIFER 3.2 SW,JEFFERSON,Colorado,8480,39.49,-105.35,T,T,T,0.5,T,T,T,T,T,T,T,T,T,0.5,0.5,T,T,4,3,1.5,2,M,T,T,2.5,0.5,T,T
US1COCF0005,BUENA VISTA 8.9 NNW,CHAFFEE,Colorado,8472,38.96,-106.2,M,M,M,5.5,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
US1COBO0022,ALLENS PARK 1.5 ESE,BOULDER,Colorado,8453,40.19,-105.5,2.5,2.5,2.5,4,4,3,4,3.5,3.5,3,3,M,M,M,M,6,5,11,10,9.5,9,8.5,8,7.5,15,13,13,12
US1COCF0020,MAYSVILLE 2.2 NE,CHAFFEE,Colorado,8423,38.54,-106.19,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,6,M,M,M,M,M,M,M,M,M,M
US1COBO0110,NEDERLAND 4.3 ENE,BOULDER,Colorado,8420,39.98,-105.43,T,T,T,0.5,T,0.5,1,T,T,T,T,T,5,6,5.5,3.5,2.5,8,4.5,2,1.5,0.5,0.5,T,6.5,3.5,2,1.5
USC00052965,FLORISSANT FOSSIL BED,TELLER,Colorado,8400,38.91,-105.28,3,3,3,4,4,3,3,3,3,3,2,1,1,1,2,2,2,3,2,1,1,T,T,T,2,2,2,1
US1COGL0025,ROLLINSVILLE 1.7 E,GILPIN,Colorado,8397,39.92,-105.47,1,1,1,2,2,6,7,5,4,3,2,1,2,2,2,2,2,5,4,3,3,3,2,2,5,5,4,4
US1COEG0019,VAIL 2.6 E,EAGLE,Colorado,8387,39.65,-106.33,7,5.5,5,9.2,8.6,16,11.5,9,8.4,8.9,8.2,9.1,11,10.6,9.4,10.8,11.5,11,10.9,9.9,11,10.6,8.5,6.8,8.9,6.5,6.1,7.3
US1COCS0011,FORT GARLAND 5.8 ESE,COSTILLA,Colorado,8354,37.39,-105.34,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,4,M,M,M,M,M,M,M,M,M,M,M,M
US1COAM0033,MOSCA 17.6 E,ALAMOSA,Colorado,8341,37.64,-105.56,M,M,M,M,M,M,1.5,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
US1COBO0075,NEDERLAND 2.61 NNE,BOULDER,Colorado,8338,39.99,-105.48,0,0,0,1,0.5,1.3,2.5,1,T,0,T,T,8,6,6,4.5,5,8,5,4,3,2,1,0.5,4.5,3.5,2.5,1
US1COBO0092,NEDERLAND .47 ESE,BOULDER,Colorado,8335,39.96,-105.5,1,1,0.5,3,2,4.5,7,4.5,3.5,3,2.5,2,8,8,8,6.5,6.5,10,7.5,6.5,6,5,4.5,4,7,6,6,5.5
US1COSA0066,CRESTONE 5.3 SSE,SAGUACHE,Colorado,8321,37.93,-105.65,10,10,9,5,4,4,3,2.5,2,2,2,2,2,6.5,7.5,5,4,4,3,3,2.5,2.5,2,2,2,2,2,1
US1COBO0233,NEDERLAND 4.2 E,BOULDER,Colorado,8276,39.97,-105.43,T,T,T,0.5,0.5,0.5,1,0.5,T,T,T,T,5.5,5,4,3.5,3,8,6,5,2.5,2.5,2.5,T,7,4,3,2.5
US1COSA0011,LA GARITA 5.6 WSW,SAGUACHE,Colorado,8249,37.79,-106.34,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,T,T
US1COCF0041,SALIDA 9.2 NW,CHAFFEE,Colorado,8201,38.63,-106.12,10.5,9,8,8,8,7,7,7,6.5,6.5,4.5,4.5,2.5,5,4.5,4,3.5,5.5,4.5,3,3,3,2.5,2,1.5,2.5,2,2
US1COLP0035,BAYFIELD 7.0 N,LA PLATA,Colorado,8198,37.34,-107.61,10.5,9.5,9,7,6.5,6,5.5,4,3.5,2.5,2,3,2,18,20,23,19,18,14,13,12.5,11,10,9.5,8,7,6.5,6
USC00053541,GREAT SAND DUNES NATIONAL PARK AN,ALAMOSA,Colorado,8181,37.73,-105.51,3,2,2,1,1,1,1,1,1,1,0,0,0,T,2,1,T,1,T,T,T,T,T,0,T,0,T,T
USC00050372,ASPEN 1SW,PITKIN,Colorado,8173,39.19,-106.84,17,17,15,25,23,25,23,22,20,20,21,21,25,25,26,28,27,28,27,24,27,27,25,24,26,24,27,29
US1COBO0296,NEDERLAND 3.7 ENE,BOULDER,Colorado,8172,39.99,-105.44,T,T,T,1,T,0.5,1.5,M,M,M,M,T,7,7,7,6.5,5,10,8.5,7,7,6,6.5,5,10.5,8.5,M,M
US1COCF0015,SALIDA 9.1 NW,CHAFFEE,Colorado,8167,38.62,-106.13,M,M,M,4.5,M,M,M,M,M,M,M,M,M,5,5,2,M,M,4,M,M,M,M,M,1,0.5,M,M
US1COSU0035,SILVERTHORNE 21 NW,SUMMIT,Colorado,8154,39.9,-106.31,M,M,5.6,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
US1COEG0062,EDWARDS 3.9 SW,EAGLE,Colorado,8151,39.62,-106.66,M,M,M,4,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
USC00050754,BLACK CANYON OF THE GUNNISON,MONTROSE,Colorado,8149,38.55,-107.69,21,20,19,20,19,18,18,18,17,22,20,21,22,30,29,31,31,31,30,28,27,26,26,26,25,25,29,27
US1COLR1041,ESTES PARK 3.9 NNE,LARIMER,Colorado,8148,40.43,-105.5,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,8.5,M,M,M,M,M,M,M,M,M,M,M
US1CORT0056,CLARK 7.1 NW,ROUTT,Colorado,8136,40.78,-107.0,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,30.5,M
US1COCF0019,NATHROP 3.3 WSW,CHAFFEE,Colorado,8134,38.73,-106.13,3,M,2.5,2,1.5,1,0.5,M,M,T,T,T,3,M,M,M,M,M,M,M,M,M,M,M,M,M,T,T
USC00054934,LEMON DAM,LA PLATA,Colorado,8108,37.38,-107.66,23,21,18,18,17,17,17,17,16,16,16,17,17,32,31,33,30,29,28,27,26,25,24,23,22,21,21,20
US1COCC0001,EVERGREEN 6.5 WSW,CLEAR CREEK,Colorado,8095,39.61,-105.44,M,M,M,T,M,T,M,M,M,M,M,T,T,1,1,0.5,M,6,5,3.5,2,1.5,0.5,T,4.5,3,2,2
US1COLR0247,ESTES PARK 3.3 SSW,LARIMER,Colorado,8092,40.33,-105.52,T,T,T,T,T,0.5,1.5,0.5,T,T,T,T,1.3,2.6,2.6,2.5,2,4.1,3.5,3,2.5,2,0.5,T,2.8,2.5,3.3,3.1
US1COAU0045,PAGOSA SPRINGS 7.2 NW,ARCHULETA,Colorado,8085,37.34,-107.12,M,M,M,17,M,M,M,M,M,M,M,M,16.5,30,32,M,M,M,29,M,M,M,M,M,M,M,M,M
US1COSA0002,CRESTONE 1.2 SSE,SAGUACHE,Colorado,8083,37.98,-105.69,11,10.5,10,10.5,10,10,10,9,8.5,8.5,M,8,7.5,12,12,11,11,11.5,11,10.5,10,10,9.5,8.5,8.5,8,8,8
USC00058756,WALDEN,JACKSON,Colorado,8054,40.74,-106.28,1,1,1,1,1,1,2,2,1,1,1,1,1,2,2,2,1,1,1,1,1,M,1,1,2,1,2,1
US1COBO0322,NEDERLAND 0.4 WNW,BOULDER,Colorado,8038,39.97,-105.51,T,T,T,3,1.5,3.8,5.8,2.2,1,0.5,0.1,T,7.1,7,6,5,3.3,6,5.2,4.5,3.5,2.6,1.5,0.5,3.5,1,0.2,0.1
US1COSA0061,BONANZA 6.6 S,SAGUACHE,Colorado,8035,38.19,-106.1,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,14,M,M,M,M,M,M,M,M,M
USC00051713,COCHETOPA CREEK,GUNNISON,Colorado,8004,38.44,-106.76,7,7,6,7,7,8,8,8,8,7,7,7,7,6,7,10,9,9,9,9,9,9,9,8,8,8,8,8
USC00051964,CRESTONE 2 SE,SAGUACHE,Colorado,8002,37.98,-105.69,11,10,10,10,10,10,9,9,8,8,8,8,8,12,11,11,11,11,10,10,10,10,9,9,8,8,8,8
US1COSU0058,HEENEY 0.5 NW,SUMMIT,Colorado,7992,39.87,-106.31,M,M,M,M,M,M,M,M,M,M,M,M,M,M,12.5,M,M,M,M,M,M,M,M,M,M,M,M,M
USC00053629,GROSS RESERVOIR,BOULDER,Colorado,7968,39.94,-105.35,0,0,0,0,0,0,0,0,M,0,0,0,2,3,3,1,0,5,4,1,0,0,0,0,6,4,3,2
US1COLR1115,ESTES PARK 1.7 W,LARIMER,Colorado,7956,40.37,-105.55,M,M,T,M,M,M,M,M,M,T,M,M,M,M,M,M,2.5,M,M,M,M,M,M,2,M,M,M,M
US1COCF0054,NATHROP 1.9 WSW,CHAFFEE,Colorado,7954,38.72,-106.11,4,4,4,3,3,3,3,3,2,0,0,0,0,0.5,1,1,1,1,1,1,1,1,0,0,0.5,0,0,0
USC00051071,BUENA VISTA 2S,CHAFFEE,Colorado,7952,38.82,-106.13,0,0,0,2,1,1,T,0,0,0,0,0,0,3,2,2,2,6,6,4,3,2,0,0,T,0,0,0
US1COOR0024,RIDGWAY 3.6 NW,OURAY,Colorado,7941,38.2,-107.8,12,12,11,13,12,12,12,11,11,14,13,12,12,17,17,16,19,21,20,18,18.5,18,18,16,15,15,15,15
US1COLR0767,ESTES PARK 1.8 S,LARIMER,Colorado,7938,40.35,-105.52,T,T,T,T,T,T,1,0.5,T,T,T,T,2,4,3.5,3,1.5,5,4,3.5,3,2.5,1.5,1,4.5,3,3,3
US1COCU0036,WESTCLIFFE 0.6 NNE,CUSTER,Colorado,7933,38.14,-105.46,3,2.5,M,3,M,M,M,2,M,M,T,T,T,M,1,M,M,3.5,M,M,M,T,T,T,2.6,0.5,T,T
US1COCC0022,EVERGREEN 3.4 WNW,CLEAR CREEK,Colorado,7930,39.65,-105.4,M,M,M,M,M,M,M,M,M,M,M,M,T,M,M,M,M,6,M,M,2,M,M,M,M,3.2,2.5,M
US1COLR0329,RED FEATHER 5.9 NE,LARIMER,Colorado,7921,40.86,-105.51,M,M,M,M,1,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
US1COAU0047,CHROMO 3.9 E,ARCHULETA,Colorado,7907,37.04,-106.76,M,13.2,12,9.6,M,M,M,M,9,8.8,8.4,8,9,18,21.6,17,15.6,M,14.4,13.2,13.8,12,M,10,M,9.6,9.3,8.6
US1COGR0052,PARSHALL 3.0 NNW,GRAND,Colorado,7891,40.09,-106.2,1.5,1.5,1,1.5,1.5,3.5,3,2,2,2,1.5,1.5,2,4,3.5,3.5,5,5,4.5,4,3.5,3.5,3,2.5,4,3.5,4.5,4
