GHCN ID,Station Name,County,State,Elevation,Latitude,Longitude,1-Feb,2-Feb,3-Feb,4-Feb,5-Feb,6-Feb,7-Feb,8-Feb,9-Feb,10-Feb,11-Feb,12-Feb,13-Feb,14-Feb,15-Feb,16-Feb,17-Feb,18-Feb,19-Feb,20-Feb,21-Feb,22-Feb,23-Feb,24-Feb,25-Feb,26-Feb,27-Feb,28-Feb
US1COLP0026,HESPERUS 13.3 SSW,LA PLATA,Colorado,6684,37.11,-108.14,2,1,1,0.5,0,M,0,0,0,0,0,0,0,7,8.5,10.5,8,8,7,6,4.5,4,3,1.5,1,0,0,0
US1COEP0207,COLORADO SPRINGS 7.1 NNW,EL PASO,Colorado,6683,38.94,-104.85,M,M,M,0.5,M,M,M,M,M,M,M,0.5,0.5,1,1.5,1.5,M,5,4,2.5,1,1,M,M,5,4,1,M
USC00055970,NORTHDALE,DOLORES,Colorado,6679,37.81,-109.01,6,5,4,1,1,1,1,T,T,1,T,0,T,6,6,10,10,9,8,8,7,6,5,4,4,4,3,3
US1COLR0735,LYONS 6.4 NW,LARIMER,Colorado,6665,40.28,-105.36,M,M,M,T,M,M,M,M,M,M,M,0,T,2.5,2.3,2,1.5,6,6,3,1.5,T,T,T,4.3,4,2.5,2.5
US1COEG0047,GYPSUM 2.5 ESE,EAGLE,Colorado,6650,39.63,-106.9,2.5,2.5,2.5,2.5,2,2,2,1.5,1,1,0.5,0.5,0.5,2,M,1,1,1,0.5,0.5,0.5,M,T,T,2.5,T,1,M
US1COEP0362,COLORADO SPRINGS 5.8 NNW,EL PASO,Colorado,6630,38.91,-104.87,M,M,M,0.8,M,M,M,M,M,M,M,0.4,M,M,2.2,M,M,M,M,M,M,M,M,M,M,5.6,M,M
US1COLP0110,DURANGO 9.4 NNE,LA PLATA,Colorado,6627,37.42,-107.83,M,M,M,M,M,1.5,M,M,M,M,M,M,M,M,M,M,M,M,M,6.5,M,4.5,M,3,M,M,M,M
USC00055795,BEULAH (MPEC),PUEBLO,Colorado,6625,38.05,-105.0,4,4,4,6,5,4,4,4,3,3,3,2,2,5,5,4,4,7,6,4,3,3,2,1,4,3,2,2
US1COEL0005,ELIZABETH 2.1 NW,ELBERT,Colorado,6616,39.38,-104.63,M,M,M,3.4,3,2,1.5,1,T,M,M,T,M,1,M,M,M,1.2,M,M,2,M,M,M,3.9,3,2,1
US1COLR0004,BELLVUE 5.9 W,LARIMER,Colorado,6612,40.6,-105.28,0,0,0,0,0,0,0.5,0,0,T,0,T,1.5,2.5,2.5,2,1.5,6.5,5.5,4.5,2,2,1,T,6,5,M,4
USC00052631,ELIZABETH 2NW,ELBERT,Colorado,6609,39.38,-104.63,0,0,0,3,3,2,1,1,T,T,T,T,T,1,1,T,T,1,1,T,2,1,1,T,4,3,2,1
US1COEP0037,COLORADO SPRINGS 5.7 WNW,EL PASO,Colorado,6602,38.91,-104.85,0,0,0,0.5,0,0,0,T,0,0,T,1,0.5,2.5,2,2,M,M,5,4.5,4,3,0,0,6,5,2.5,1.5
US1CODR0003,DOVE CREEK 12.4 SSW,DOLORES,Colorado,6602,37.6,-109.0,6.6,5,3,1,M,M,M,M,M,M,M,M,M,10,9,12,8.5,7,6.5,5.7,4.8,4,3.3,2.8,1.5,1,0.2,M
US1CODL0026,HOTCHKISS 7.1 WNW,DELTA,Colorado,6598,38.86,-107.83,5,4.5,4.5,0.5,0.5,0.5,0.5,T,M,1,T,0.5,0,1.5,2.5,4,5,4.5,4,2,1.5,1,T,T,T,T,T,T
US1COEL0075,ELIZABETH 2.0 NNE,ELBERT,Colorado,6584,39.39,-104.59,M,M,M,M,M,M,M,M,M,M,M,M,M,M,1,M,M,M,M,M,M,M,M,M,M,M,M,M
US1CODG0314,CASTLE ROCK 1.7 E,DOUGLAS,Colorado,6560,39.38,-104.82,T,0,0,5.5,4.5,4,4,3.5,3,3,3,3,3,4,4,3.5,3.5,6,5,3.5,5.5,4,3,1.5,5,4,1.5,1
US1COLP0091,FALFA 5.1 SW,LA PLATA,Colorado,6550,37.16,-107.86,5,4,3,2,2,1,T,T,T,T,T,T,T,7,7,10,7,7,7,M,M,4,3,2,2,T,T,T
USC00052435,DURANGO 8S,LA PLATA,Colorado,6549,37.16,-107.86,5,4,3,2,2,1,T,T,T,T,T,T,T,7,7,9,7,7,7,6,5,4,3,2,2,T,T,T
US1COEP0189,FALCON ESTATES 2.4 WNW,EL PASO,Colorado,6548,38.94,-104.84,M,M,M,M,M,M,M,M,M,M,M,M,M,1.2,M,M,M,M,M,M,M,M,M,M,M,M,M,M
USC00054254,IGNACIO 6ESE,LA PLATA,Colorado,6546,37.09,-107.53,4,4,3,2,1,0,0,0,0,0,0,0,0,6,7,8,7,7,7,6,4,3,3,2,1,1,0,0
US1COEP0359,COLORADO SPRINGS 7.2 ENE,EL PASO,Colorado,6534,38.89,-104.71,M,M,M,M,M,M,M,M,M,M,M,M,0.1,2.1,3.1,1.7,0.7,5,2.5,0.6,0.5,M,M,M,7.9,5.2,2.3,M
US1COEG0029,GYPSUM 1.9 SSW,EAGLE,Colorado,6529,39.62,-106.96,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,T,M,M,M,M,M,M,M,M,M,M,M
US1CODG0157,CASTLE ROCK 6.5 NNW,DOUGLAS,Colorado,6521,39.46,-104.89,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,7,M,M,M,M,M,M,M
US1COGF0049,CARBONDALE 4.6 NNE,GARFIELD,Colorado,6519,39.46,-107.18,10,10,9,9,9,11,10.5,9.5,9,10,8.5,8,9,8.5,8,12,11,11,10.5,10.5,10,10,10,9.5,10.5,10,11,11
US1COBO0482,BOULDER 4.5 W,BOULDER,Colorado,6513,40.04,-105.34,M,M,M,M,M,M,M,M,M,M,M,M,1,2,2,1.5,M,M,4,1,1,M,M,M,M,5,M,M
US1COPU0122,RYE 2.0 ESE,PUEBLO,Colorado,6506,37.92,-104.9,M,M,M,M,3,2,1,M,M,M,M,M,M,M,2.5,1.5,1,M,2,1,1.5,M,M,M,M,M,M,M
USC00051932,CRAIG 4SW,MOFFAT,Colorado,6494,40.45,-107.59,12,12,10,12,11,10,10,9,9,9,8,7,6,5,4,6,6,6,6,6,6,6,6,5,5,5,M,M
US1COEP0347,COLORADO SPRINGS 6.9 ENE,EL PASO,Colorado,6488,38.88,-104.71,M,M,M,T,M,M,M,M,M,M,M,T,T,1,1,1,1,6,4.5,2,T,T,M,M,8,4.5,1,T
US1COBO0137,LYONS 1.8 N,BOULDER,Colorado,6478,40.25,-105.26,M,M,M,M,M,M,M,T,M,M,M,T,0.5,2.5,2,1.5,1,6.5,6,4,3,1.5,1,0.5,5,4,3,2
US1COGF0088,GLENWOOD SPRINGS 5.9 S,GARFIELD,Colorado,6477,39.46,-107.32,M,M,M,M,M,M,M,M,M,M,5,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
USC00053867,HAYDEN,ROUTT,Colorado,6465,40.49,-107.25,12,11,13,11,16,14,12,12,13,13,12,12,14,16,15,17,17,16,16,16,16,16,15,15,15,14,16,16
US1COLA0087,TRINIDAD 4.5 SSW,LAS ANIMAS,Colorado,6429,37.11,-104.53,M,M,M,M,M,M,M,M,M,M,M,M,M,M,1.9,M,M,M,M,M,M,M,M,M,M,M,M,M
US1COEG0037,CARBONDALE 5.7 E,EAGLE,Colorado,6425,39.4,-107.11,M,M,M,6,M,7.5,6.5,M,M,5,4.5,M,2.5,3,M,7.5,5.5,M,M,M,3.5,M,M,M,3,M,1,M
US1COEP0387,COLORADO SPRINGS 3.3 NW,EL PASO,Colorado,6415,38.87,-104.86,M,M,M,M,M,M,M,M,M,M,M,M,1,3,3,3,2,7,7,5,2,1,M,M,7,7,3,M
US1CODG0174,CASTLE ROCK 4.6 NNW,DOUGLAS,Colorado,6411,39.44,-104.87,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,2.6,M,M,M,M,M,M,M,M,M,M
US1CODG0088,SEDALIA 7.2 S,DOUGLAS,Colorado,6409,39.33,-104.95,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,4,M,M,M,M,M,M,M,M,M,M
US1CODG0030,FRANKTOWN 3.5 NE,DOUGLAS,Colorado,6399,39.43,-104.7,M,M,M,2.5,1.5,0.5,0.5,T,M,M,M,0.5,T,1,1,M,M,1.5,0.5,M,2,1,T,M,3,2,0.5,T
US1COEP0228,COLORADO SPRINGS 5.0 NNE,EL PASO,Colorado,6393,38.9,-104.78,M,M,M,0.8,M,M,M,M,M,M,M,0.4,0.3,1.3,1.8,1,1.3,4.3,2,1,0.1,M,M,M,6.5,4.5,M,M
US1COEP0175,MANITOU SPRINGS 1.2 ESE,EL PASO,Colorado,6389,38.85,-104.89,T,0,M,T,M,M,M,M,M,M,M,0.5,0.5,2,2.5,2,1.5,6.5,5.5,3,3,2,1,T,9,6,3,2.5
US1CODG0218,THE PINERY 1.2 ESE,DOUGLAS,Colorado,6358,39.45,-104.71,M,M,M,2.8,M,M,M,M,M,M,M,0.3,T,1,M,M,M,1,M,M,2.5,M,M,M,4.5,M,M,0.5
US1CODL0040,CEDAREDGE 1.0 NE,DELTA,Colorado,6353,38.91,-107.91,4.5,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
US1CODG0062,CASTLE ROCK 1.7 SSW,DOUGLAS,Colorado,6340,39.35,-104.86,0,0,0,5.3,4.5,2.5,2,1.5,1,0.5,T,T,0.1,0.5,0.5,T,T,1.1,T,T,1.5,T,T,T,2.7,2,0.5,T
US1COEP0344,COLORADO SPRINGS 3.1 NW,EL PASO,Colorado,6327,38.86,-104.87,M,M,M,T,M,M,M,M,M,M,M,0.5,M,2.5,M,M,M,7,M,M,1.5,M,M,M,8.4,M,M,M
USC00053307,GLADE PARK 17W,MESA,Colorado,6322,38.95,-109.05,6,6,6,6,5,5,5,4,3,2,2,0,0,1,1,1,0,T,0,0,T,0,0,0,0,0,0,0
US1COEP0188,COLORADO SPRINGS 3.7 ENE,EL PASO,Colorado,6320,38.86,-104.76,T,T,T,T,T,T,T,T,0,0,T,0.4,T,1.5,2,2,1.5,6,5,2.5,2,1,T,T,6.7,4,1,T
USC00058436,TRINIDAD LAKE,LAS ANIMAS,Colorado,6308,37.15,-104.56,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,6,4,1,2,T,0,0,T,0,0,0
USC00058781,WALSENBURG 1 NW,HUERFANO,Colorado,6290,37.63,-104.8,0,0,0,6,2,1,T,T,0,0,0,T,T,2,1,1,T,4,1,T,3,T,0,0,2,1,T,0
US1CODG0245,CASTLE ROCK 0.5 NNW,DOUGLAS,Colorado,6282,39.39,-104.85,M,M,M,4,3,2.8,2,1.5,1,0.5,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
US1COEP0309,COLORADO SPRINGS 2.7 NE,EL PASO,Colorado,6279,38.86,-104.79,M,M,M,T,M,M,M,M,M,M,T,0.8,M,2.5,3,M,M,5.5,4.8,3.4,2,T,M,M,7,5,M,M
US1COHF0021,WALSENBURG 0.8 NW,HUERFANO,Colorado,6274,37.63,-104.79,M,M,M,M,M,M,M,M,M,M,M,M,M,3,M,M,M,M,M,M,M,M,M,M,M,M,M,M
US1COEP0333,COLORADO SPRINGS 5.0 ENE,EL PASO,Colorado,6269,38.85,-104.73,M,M,M,M,M,M,M,T,M,M,M,0.5,0.5,2,3,2,1,7,4.5,2.5,1,0.5,M,M,8,4,M,M
US1COMT0050,MONTROSE 6.3 WSW,MONTROSE,Colorado,6266,38.46,-107.98,0.5,0.5,0.5,0,T,T,T,0,0,T,0,0,0,6,8.5,5.5,7,6,4.5,3,1.5,1.5,1,0.5,0.5,T,T,T
US1COEL0095,ELIZABETH 10.5 NNE,ELBERT,Colorado,6246,39.5,-104.52,M,M,M,1.5,T,T,T,T,M,M,M,M,M,1.5,1,0.5,T,1,M,M,3.5,2,T,M,4,2,1,T
US1COLA0085,TRINIDAD 12.8 NNW,LAS ANIMAS,Colorado,6233,37.35,-104.58,M,M,M,M,M,M,M,M,M,M,M,M,M,2,M,M,M,M,M,M,M,M,M,M,M,M,M,M
US1CODG0294,THE PINERY,DOUGLAS,Colorado,6228,39.45,-104.74,M,M,M,2.5,0.2,0.1,T,T,M,M,M,M,T,1.1,1,T,T,1.1,T,T,3.4,T,T,M,4.9,1.1,0.2,T
USC00055484,MEEKER,RIO BLANCO,Colorado,6227,40.04,-107.91,8,7,6,5,5,9,8,7,6,5,3,2,2,5,5,6,6,6,6,5,5,4,4,3,2,1,1,0
US1COEP0064,COLORADO SPRINGS 2.1 NW,EL PASO,Colorado,6192,38.85,-104.85,M,M,M,T,M,M,M,M,M,M,M,0.8,0.5,2.5,2.5,2,2,6,5,4,3,2,0.5,T,9.2,5.5,3,1.5
US1COMZ0043,CORTEZ 2.3 NW,MONTEZUMA,Colorado,6189,37.37,-108.61,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,12,M,M,M,M,M,M,M,M,M,M,M,M
USC00051401,CASTLE ROCK,DOUGLAS,Colorado,6183,39.41,-104.91,M,0,0,3,2,1,M,M,0,0,0,0,0,M,M,M,M,M,M,M,M,M,M,M,3,0,0,M
USW00093037,COLORADO SPRINGS MUNICIPAL AP,EL PASO,Colorado,6180,38.81,-104.69,0,0,0,0,0,0,0,0,0,0,0,T,T,2,3,2,5,6,4,2,1,T,0,0,6,2,T,0
US1COGF0047,CARBONDALE 0.5 W,GARFIELD,Colorado,6169,39.4,-107.22,5.5,M,M,5,M,6.5,M,M,M,M,T,T,T,0.5,T,3.5,1,0.5,M,T,T,T,M,M,0.5,M,0.5,T
US1COGF0085,CARBONDALE 0.7 NNW,GARFIELD,Colorado,6167,39.41,-107.22,M,M,M,M,M,2.2,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
US1COLA0071,TRINIDAD 1.9 ENE,LAS ANIMAS,Colorado,6167,37.18,-104.47,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,5,4,M,2,M,M,M,M,M,M
USC00051777,COLORADO SPRINGS AIRPORT SNOW,EL PASO,Colorado,6165,38.82,-104.7,0,0,0,0,0,0,0,0,0,0,T,T,1,3,2,2,5,5,2,1,T,0,0,3,2,T,0,0
USC00051886,CORTEZ,MONTEZUMA,Colorado,6165,37.34,-108.6,1,T,0,0,0,0,0,0,0,0,0,0,0,7,6,10,6,5,4,4,3,2,1,T,T,T,0,0
US1COMZ0034,CORTEZ 1.2 SW,MONTEZUMA,Colorado,6163,37.34,-108.59,0.5,T,T,T,0,0,0,0,0,M,0,0,0,8,6.5,10,5,4,2.5,2.5,2,1,1,0.5,0.5,T,T,T
US1COAR0387,AURORA 12.0 SE,ARAPAHOE,Colorado,6131,39.57,-104.67,M,M,M,M,M,M,M,M,M,M,M,0.3,M,1.1,M,M,M,M,M,M,4.7,M,M,M,6.7,M,M,M
US1COEL0046,KIOWA 12.7 ENE,ELBERT,Colorado,6130,39.41,-104.24,M,M,M,1.4,M,M,M,T,M,M,M,T,T,2,2,1.5,M,1,0.5,T,1,M,M,M,3.2,2,T,T
US1CODG0133,LONE TREE 2.0 SW,DOUGLAS,Colorado,6119,39.51,-104.91,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,2.5,M,M,M,M,M,M,M,M,M,M
USC00057249,ROXBOROUGH STATE PARK,DOUGLAS,Colorado,6116,39.43,-105.07,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,1,0,8,3,0,2,0,0,0,12,3,0,0
US1COAR0288,FOXFIELD 3.7 ESE,ARAPAHOE,Colorado,6110,39.57,-104.73,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,4.3,M,M,M,5.9,M,M,M
US1CODL0025,PAONIA 2.1 SSE,DELTA,Colorado,6099,38.84,-107.57,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,8,M,M,M,M,M,M,M,M,M,M
US1COLR0567,LA PORTE 10.0 NNW,LARIMER,Colorado,6095,40.76,-105.2,M,M,M,0,0,T,0,T,T,T,T,T,1,2.5,2.5,2,1.5,6.5,5.5,3.5,2,1,0.5,0.5,4,2.5,2,1.5
US1COEP0385,COLORADO SPRINGS 1.5 N,EL PASO,Colorado,6085,38.86,-104.82,0.5,0.2,0,T,0,0,0,T,0,0,0,0.9,T,1.9,2.1,2.1,2,5.5,3.9,2,1.5,1.3,0.5,0.5,6.5,3.9,1.1,0.8
US1COEP0060,COLORADO SPRINGS 1.3 ESE,EL PASO,Colorado,6081,38.83,-104.8,M,M,M,M,M,M,M,M,M,M,M,M,M,M,4,M,M,6,M,M,M,M,M,M,M,M,M,M
US1COAR0381,BENNETT 10.8 SSW,ARAPAHOE,Colorado,6078,39.61,-104.51,0,0,0,T,0,0,0,T,0,0,0,T,T,1,1,1,0.5,1,0.5,T,2,1,0,0,4,3,2,1
US1COEP0389,COLORADO SPRINGS 1.8 NNW,EL PASO,Colorado,6078,38.86,-104.83,M,M,M,M,M,M,M,M,M,M,M,M,M,M,2,M,M,M,M,M,M,M,M,M,M,M,M,M
US1COEP0194,COLORADO SPRINGS 1.1 NE,EL PASO,Colorado,6063,38.84,-104.81,T,T,T,T,T,0,0,0,0,0,T,1,0.5,2,3,2.5,2,6,4.5,2.5,1.5,0.5,T,T,7,4,0.5,T
US1COEP0058,IVYWILD 0.6 E,EL PASO,Colorado,6058,38.8,-104.84,T,T,T,T,T,T,T,0,0,0,0,0.5,1,3,3.5,3,2.5,4.5,3.5,3.5,3,3,2.5,1.5,9,7,4.5,3.5
US1COJF0201,LITTLETON 8.2 WSW,JEFFERSON,Colorado,6052,39.58,-105.16,M,M,M,M,M,M,M,M,M,M,M,0.1,0.1,1,M,M,M,M,M,M,M,M,M,M,M,M,M,M
US1COGF0040,GLENWOOD SPRINGS 1.7 NW,GARFIELD,Colorado,6048,39.57,-107.35,4.6,4.1,3.4,3.4,3.4,5.3,4.1,3.7,3.2,2.8,2.3,1.5,1.5,1.4,1.4,5.1,4.5,3.7,3.1,3.1,2.3,2.7,1.4,1.1,1.1,0.9,3,2.2
US1COME0053,COLLBRAN 0.2 ESE,MESA,Colorado,6041,39.24,-107.96,10,M,M,9,9,M,M,M,M,M,M,M,M,M,M,4,M,4,M,3,2,2,M,M,1,M,1,M
US1COMT0015,MONTROSE 2.9 ESE,MONTROSE,Colorado,6041,38.46,-107.82,M,M,M,T,M,M,M,M,M,M,M,M,M,6.5,7,6.5,6,5.5,5,4,2,2,T,T,M,M,M,M
US1COGF0071,SILT 2.9 NNW,GARFIELD,Colorado,6032,39.59,-107.67,M,M,M,M,M,3,M,M,M,M,M,M,M,0.5,1,5,M,M,M,M,M,M,M,M,M,M,M,M
US1COEP0264,COLORADO SPRINGS 3.5 S,EL PASO,Colorado,6031,38.78,-104.83,M,M,M,M,M,M,M,M,M,M,M,0.5,0.7,2.5,3,3,2.5,4,4,2,1,0.7,0.5,T,7.5,4.5,2,0.5
USC00058429,TRINIDAD,LAS ANIMAS,Colorado,6028,37.18,-104.49,0,0,0,1,T,0,0,0,0,0,0,0,T,1,T,T,6,4,2,T,T,T,0,0,T,0,0,0
US1COEP0425,COLORADO SPRINGS 0.6 NE,EL PASO,Colorado,6022,38.84,-104.81,M,M,M,M,M,M,M,M,M,M,M,0.5,0.5,2.5,2.5,0.5,0.5,4,M,2.5,1.5,1,0.5,M,7,5,1,M
USC00051743,COLLBRAN 1WSW,MESA,Colorado,6007,39.24,-107.98,3,2,1,2,1,1,1,T,T,T,T,0,0,1,1,4,4,5,4,3,3,1,T,T,1,T,T,T
US1COEP0303,COLORADO SPRINGS 1.1 W,EL PASO,Colorado,6007,38.83,-104.84,M,M,M,M,M,M,M,M,M,M,M,0.5,0.5,3.5,3.5,3,2.5,6,5,3.5,M,1.5,M,M,8.5,M,M,1
US1COEP0210,COLORADO SPRINGS 3.0 S,EL PASO,Colorado,5996,38.79,-104.81,M,M,M,M,M,M,M,M,M,M,M,0.7,1.3,3.5,4.2,4,3,5.3,4.5,4,4,3.5,2,1,8,5.5,4,2.5
USC00057618,SHOSHONE,GARFIELD,Colorado,5991,39.57,-107.23,M,M,M,M,M,M,M,9,8,7,6,5,M,M,M,M,M,M,M,M,M,4,3,2,3,M,2,1
US1CODG0292,PARKER 3.5 WNW,DOUGLAS,Colorado,5987,39.52,-104.83,T,T,T,0.8,T,T,T,T,T,T,T,0.1,0.1,2.1,1.5,0.5,T,1.7,0.5,T,2.5,T,T,T,6,4,2,1.5
US1COEP0180,COLORADO SPRINGS 6.6 SE,EL PASO,Colorado,5964,38.78,-104.73,0,0,0,0,0,0,0,0,0,0,M,0.5,0.5,2.5,3,M,M,4.5,4,M,M,M,0,0,6,3,M,0
US1COGF0060,GLENWOOD SPRINGS 2.7 SSE,GARFIELD,Colorado,5945,39.51,-107.32,10.2,10,9.5,9.5,9.5,9.5,M,M,M,8.5,8.5,7,7,7.5,6.5,12,11,12,M,M,8,M,M,M,M,M,M,M
US1CODL0021,CEDAREDGE 2.3 W,DELTA,Colorado,5940,38.89,-107.97,M,M,M,M,M,M,M,M,M,0.2,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
US1COGF0033,GLENWOOD SPRINGS 5.3 SSE,GARFIELD,Colorado,5940,39.48,-107.29,10.5,9.5,9.5,9,9,13.5,11.5,10.5,10,9.5,9,9,8,8.5,8.5,13,11.5,13,12,11,11,10.5,10,10,10,9.5,11,11
US1CODL0043,HOTCHKISS 5.4 NE,DELTA,Colorado,5935,38.86,-107.65,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,2.5,M,1,M,M,M,M,M,M,M,M,M,M
US1CODG0074,HIGHLANDS RANCH 3.2 ESE,DOUGLAS,Colorado,5923,39.54,-104.91,T,T,T,T,T,T,T,0,0,0,0,T,T,0.5,0.5,T,0,2,1,0.5,3,2,1,0.5,10.5,8,6,4.5
US1COSM0010,REDVALE 22.8 SW,SAN MIGUEL,Colorado,5923,37.92,-108.68,0.5,0,0,0,0,0,0,0,0,0,0,0,0,7,7,6.5,6,5,5.5,3,3,2,2,2,2,1,1,1
US1COJF0340,LAKEWOOD 1.5 WSW,JEFFERSON,Colorado,5922,39.69,-105.14,T,T,T,0,0,0,0,0,0,0,0,T,0.5,1,1,T,T,5.5,3.5,1,1,T,T,M,9.5,7,3.5,3
US1CODG0146,PARKER 2.1 WNW,DOUGLAS,Colorado,5922,39.52,-104.8,M,M,M,1,M,M,M,M,M,M,M,M,T,1,1,M,M,M,M,M,4,2.5,T,T,6.5,4,2.5,2
US1COMT0049,MONTROSE 1.5 ESE,MONTROSE,Colorado,5918,38.47,-107.85,T,M,M,0.5,M,M,M,M,M,M,M,M,M,6,5,5,5,4,2.5,2.5,1.5,1,T,M,M,M,M,M
US1COMT0036,MONTROSE 1.6 E,MONTROSE,Colorado,5917,38.48,-107.84,T,T,T,0.5,T,T,T,T,0,0,0,0,0,6.5,7.5,6.5,7,5,4,4,4,2,1,T,T,T,T,T
USC00056816,RALSTON RESERVOIR,JEFFERSON,Colorado,5898,39.83,-105.24,M,M,0,0,0,0,0,0,0,M,M,0,0,1,1,0,0,7,6,2,0,0,0,0,4,2,1,1
US1COMT0013,MONTROSE 1.2 WSW,MONTROSE,Colorado,5886,38.47,-107.89,M,M,M,1,M,M,M,M,M,M,M,M,M,7.5,7,7,8,6,5.5,5,3,1.5,1,M,M,M,M,M
US1COMT0028,MONTROSE 2.0 SSE,MONTROSE,Colorado,5886,38.45,-107.86,M,M,M,M,M,M,M,M,M,M,M,M,M,8.5,10,M,10,M,M,M,M,M,M,M,M,M,T,M
US1COMF0028,DINOSAUR 0.3 SW,MOFFAT,Colorado,5871,40.24,-109.01,4.5,4.5,4,3,2.5,2.5,1.5,0.5,T,T,T,T,0,1.5,1,2,2,2,1,T,T,T,T,T,T,T,T,T
US1COAR0358,CENTENNIAL 6.9 E,ARAPAHOE,Colorado,5862,39.6,-104.74,M,M,M,0.5,M,M,M,M,M,M,M,M,M,M,M,M,M,1.2,M,M,M,M,M,M,7.5,M,M,M
US1COJF0212,LITTLETON 6.4 W,JEFFERSON,Colorado,5849,39.61,-105.14,M,M,M,M,M,M,M,M,M,M,M,T,T,0.5,0.5,M,M,5.5,3,T,1,T,M,M,7,4,3,1.5
USC00058022,STRONTIA SPRINGS DAM,DOUGLAS,Colorado,5838,39.43,-105.12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,7,7,3,3,2,0,M,M,1,1,1
US1COGF0001,GLENWOOD SPRINGS .64 S,GARFIELD,Colorado,5823,39.54,-107.33,5,5,4,4,4,6,4,4,3.5,3,3,2.5,2,3,3,8.5,8,6,5.5,4,3.5,3.5,3.5,3,3.5,2.5,4.5,2.5
US1COMT0055,MONTROSE 1.8 SW,MONTROSE,Colorado,5815,38.46,-107.9,M,M,M,M,M,M,M,M,M,M,M,M,M,M,6.6,M,M,M,M,M,M,M,M,M,M,M,M,M
US1COMT0052,MONTROSE 1.8 WSW,MONTROSE,Colorado,5796,38.47,-107.9,M,M,M,M,M,M,M,M,M,M,0,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
US1COJF0338,KEN CARYL 0.6 WSW,JEFFERSON,Colorado,5785,39.57,-105.12,M,M,M,M,M,M,M,M,M,M,M,M,M,1,M,M,M,6.5,M,M,M,M,M,M,11.5,M,M,M
USC00051772,COLORADO NATIONAL MONUMENT,MESA,Colorado,5779,39.1,-108.73,M,M,M,M,M,M,M,M,0,0,M,M,M,M,M,1,0,M,M,M,0,M,M,0,0,0,0,0
US1CODG0176,HIGHLANDS RANCH 0.6 SSE,DOUGLAS,Colorado,5774,39.55,-104.97,T,T,T,T,T,T,T,T,T,T,T,T,0.2,0.5,0.5,T,T,2,0.5,T,1.5,T,T,T,10,6,2,2
US1COPU0079,RYE 11.2 E,PUEBLO,Colorado,5774,37.95,-104.73,M,M,M,2,1.5,1,0.5,T,T,T,0.5,1,M,2,1.5,1,0.5,3,T,T,T,M,M,M,M,M,M,1
US1COMT0045,MONTROSE 8.1 WNW,MONTROSE,Colorado,5769,38.52,-108.01,M,M,M,1,M,T,M,M,M,T,M,M,M,3,4,3.5,5,4.5,4,4,2.5,1,T,T,T,M,M,M
US1COAR0321,LITTLETON 5.0 ESE,ARAPAHOE,Colorado,5761,39.57,-104.93,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,2,M,M,1.8,M,M,M,13.5,M,M,M
